,Property Types,Price,Street Addresses,City,State,Zipcode,Sqft Area,Beds,Baths,Links
259,House for Sale,"249,900","Sterling,",Fenton,MO,63026,2,4,2.5,https://www.realtor.com//realestateandhomes-detail/Sterling_Manors-at-Winding-Bluffs_200-13th-St_Fenton_MO_63026_P415515128431
260,House for Sale,"244,900","Aspen II,",Fenton,MO,63026,2,3,2,https://www.realtor.com//realestateandhomes-detail/Aspen-II_Manors-at-Winding-Bluffs_200-13th-St_Fenton_MO_63026_P413135056385
261,House for Sale,"244,900","Maple,",Fenton,MO,63026,2,2,2,https://www.realtor.com//realestateandhomes-detail/Maple_Manors-at-Winding-Bluffs_200-13th-St_Fenton_MO_63026_P414836084758
262,House for Sale,"244,900","Berwick,",Fenton,MO,63026,2,3,2.5,https://www.realtor.com//realestateandhomes-detail/Berwick_Manors-at-Winding-Bluffs_200-13th-St_Fenton_MO_63026_P412600773551
263,House for Sale,"254,900","Maple,",Fenton,MO,63026,2,3,2,https://www.realtor.com//realestateandhomes-detail/Maple_Manors-at-Winding-Bluffs_200-13th-St_Fenton_MO_63026_P415692083072
264,House for Sale,"2,250,000","15 Portland Pl,",Saint Louis,MO,63108,"12,028",8,5.5+,https://www.realtor.com//realestateandhomes-detail/15-Portland-Pl_Saint-Louis_MO_63108_M81601-58803
265,Condo/Townhome,"450,000","232 N Newstead Ave,",Saint Louis,MO,63108,"3,208",4,3.5,https://www.realtor.com//realestateandhomes-detail/232-N-Newstead-Ave_Saint-Louis_MO_63108_M79871-22882
266,Condo/Townhome,"685,000","4466 W Pine Blvd Unit 24D &E,",Saint Louis,MO,63108,"2,130",2,2.5,https://www.realtor.com//realestateandhomes-detail/4466-W-Pine-Blvd-Apt-24E_Saint-Louis_MO_63108_M77718-15308
267,House for Sale,"399,500","4361 Laclede Ave,",Saint Louis,MO,63108,"1,872",3,2.5,https://www.realtor.com//realestateandhomes-detail/4361-Laclede-Ave_Saint-Louis_MO_63108_M72536-64048
268,Multi-Family Home,"950,000","3910 Lindell Blvd,",Saint Louis,MO,63108,0,"15,132",0.24,https://www.realtor.com//realestateandhomes-detail/3910-Lindell-Blvd_Saint-Louis_MO_63108_M89173-57752
269,Condo/Townhome,"320,000","4213 Olive St,",Saint Louis,MO,63108,"1,848",3,2.5,https://www.realtor.com//realestateandhomes-detail/4213-Olive-St_Saint-Louis_MO_63108_M79170-14393
270,Condo/Townhome,"275,000","4465 Pershing Ave Unit B,",Saint Louis,MO,63108,"1,775",2,1.5,https://www.realtor.com//realestateandhomes-detail/4465-Pershing-Ave-B_Saint-Louis_MO_63108_M82196-57992
271,Condo/Townhome,"294,900","4501 Lindell Blvd Unit 8A,",Saint Louis,MO,63108,"1,665",2,2,https://www.realtor.com//realestateandhomes-detail/4501-Lindell-Blvd-Unit-8A_Saint-Louis_MO_63108_M76641-39782
272,Condo/Townhome,"329,900","9 N Euclid Ave Unit 416,",Saint Louis,MO,63108,904,1,1.5,https://www.realtor.com//realestateandhomes-detail/9-N-Euclid-Ave-Unit-416_Saint-Louis_MO_63108_M88257-14625?ex=MO2475971974
273,Condo/Townhome,"549,000","9 N Euclid Ave Unit 304,",Saint Louis,MO,63108,"1,580",2,4,https://www.realtor.com//realestateandhomes-detail/9-N-Euclid-Ave-Unit-304_Saint-Louis_MO_63108_M87087-74098
274,House for Sale,"5,000","5040 Cates Ave,",Saint Louis,MO,63108,"3,424",8,4,https://www.realtor.com//realestateandhomes-detail/5040-Cates-Ave_Saint-Louis_MO_63108_M85369-95498
275,Condo/Townhome,"155,000","4111 Westminster Pl,",Saint Louis,MO,63108,"1,216",2,2.5,https://www.realtor.com//realestateandhomes-detail/4111-Westminster-Pl_Saint-Louis_MO_63108_M86141-00139
276,House for Sale,"365,000","4243 Olive St,",Saint Louis,MO,63108,"2,500",4,4.5,https://www.realtor.com//realestateandhomes-detail/4243-Olive-St_Saint-Louis_MO_63108_M85961-89039
277,House for Sale,"594,900","4904 Pershing Pl,",Saint Louis,MO,63108,"3,701",4,3.5+,https://www.realtor.com//realestateandhomes-detail/4904-Pershing-Pl_Saint-Louis_MO_63108_M77540-76720
278,House for Sale,"659,900","5245 Washington Pl,",Saint Louis,MO,63108,"5,112",7,3.5,https://www.realtor.com//realestateandhomes-detail/5245-Washington-Pl_Saint-Louis_MO_63108_M80754-29868
279,Condo/Townhome,"130,000","4440 Lindell Blvd Apt 203,",Saint Louis,MO,63108,"1,750",3,2,https://www.realtor.com//realestateandhomes-detail/4440-Lindell-Blvd-Apt-203_Saint-Louis_MO_63108_M83711-95652
280,House for Sale,"525,000","4353 Washington Blvd,",Saint Louis,MO,63108,"2,500",3,3.5,https://www.realtor.com//realestateandhomes-detail/4353-Washington-Blvd_Saint-Louis_MO_63108_M80932-54238
281,Multi-Family Home,"65,000","608 Walton Ave,",Saint Louis,MO,63108,0,"2,880","2,526",https://www.realtor.com//realestateandhomes-detail/608-Walton-Ave_Saint-Louis_MO_63108_M78184-83241
282,House for Sale,"735,000","8 W Pine Ct,",Saint Louis,MO,63108,"2,548",3,3.5,https://www.realtor.com//realestateandhomes-detail/8-W-Pine-Ct_Saint-Louis_MO_63108_M81577-21996
283,House for Sale,"425,000","4211 Washington Blvd,",Saint Louis,MO,63108,"2,100",4,3.5,https://www.realtor.com//realestateandhomes-detail/4211-Washington-Blvd_Saint-Louis_MO_63108_M76385-53854
284,Condo/Townhome,"1,147,500","4969 Pershing Pl Unit 3,",Saint Louis,MO,63108,"2,750",3,2.5,https://www.realtor.com//realestateandhomes-detail/4969-Pershing-Pl-3_Saint-Louis_MO_63108_M83109-64930
285,Condo/Townhome,"207,500","4300 Maryland Ave Unit C,",Saint Louis,MO,63108,"1,500",2,1.5,https://www.realtor.com//realestateandhomes-detail/4300-Maryland-Ave-C_Saint-Louis_MO_63108_M72755-70979
286,Condo/Townhome,"429,000","4570 Laclede Ave Apt 102,",Saint Louis,MO,63108,"1,800",2,2,https://www.realtor.com//realestateandhomes-detail/4570-Laclede-Ave-Apt-102_Saint-Louis_MO_63108_M74406-40487
287,House for Sale,"449,900","4566 Washington Blvd,",Saint Louis,MO,63108,"2,810",4,3.5,https://www.realtor.com//realestateandhomes-detail/4566-Washington-Blvd_Saint-Louis_MO_63108_M89813-25738
288,Condo/Townhome,"198,000","4320 Maryland Ave Unit A1,",Saint Louis,MO,63108,"1,500",2,2,https://www.realtor.com//realestateandhomes-detail/4320-Maryland-Ave-1A_Saint-Louis_MO_63108_M85705-60524
289,Condo/Townhome,"509,900","232 N Kingshighway Blvd Apt 1110,",Saint Louis,MO,63108,"1,264",1,1.5,https://www.realtor.com//realestateandhomes-detail/232-N-Kingshighway-Blvd-Apt-1110_Saint-Louis_MO_63108_M89409-78186
290,Condo/Townhome,"149,500","4953 McPherson Ave Apt D,",Saint Louis,MO,63108,"1,255",2,1,https://www.realtor.com//realestateandhomes-detail/4953-McPherson-Ave-Apt-D_Saint-Louis_MO_63108_M77629-46014
291,Condo/Townhome,"240,000","4540 Lindell Blvd Apt 101,",Saint Louis,MO,63108,"1,019",2,2,https://www.realtor.com//realestateandhomes-detail/4540-Lindell-Blvd-Apt-101_Saint-Louis_MO_63108_M73759-03491
292,Condo/Townhome,"245,000","4466 W Pine Blvd Apt 2B,",Saint Louis,MO,63108,"1,152",2,2,https://www.realtor.com//realestateandhomes-detail/4466-W-Pine-Blvd-Apt-2B_Saint-Louis_MO_63108_M82251-36086
293,Condo/Townhome,"152,500","4220 McPherson Ave Apt 102,",Saint Louis,MO,63108,904,2,2,https://www.realtor.com//realestateandhomes-detail/4220-McPherson-Ave-Apt-102_Saint-Louis_MO_63108_M87095-19417
294,Condo/Townhome,"172,000","4375 Laclede Ave Apt E,",Saint Louis,MO,63108,960,2,1,https://www.realtor.com//realestateandhomes-detail/4375-Laclede-Ave-Apt-E_Saint-Louis_MO_63108_M86087-62183
295,Condo/Townhome,"150,000","4466 W Pine Blvd Apt 9G,",Saint Louis,MO,63108,789,1,1,https://www.realtor.com//realestateandhomes-detail/4466-W-Pine-Blvd-Apt-9G_Saint-Louis_MO_63108_M82569-98467
296,Condo/Townhome,"925,000","4101 W Pine-Dali Blvd Unit 8,",Saint Louis,MO,63108,"2,547",3,2.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-8_Saint-Louis_MO_63108_M91628-78274?ex=MO2442454542
297,Condo/Townhome,"675,000","4101 W Pine-Pollock Blvd Unit 7,",Saint Louis,MO,63108,"1,870",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-7_Saint-Louis_MO_63108_M97531-06375?ex=MO2442454558
298,Condo/Townhome,"656,250","4101 W Pine-Banksy Blvd Unit 9,",Saint Louis,MO,63108,"1,861",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-9_Saint-Louis_MO_63108_M94901-06045?ex=MO2442454531
299,Condo/Townhome,"1,025,000","4101 W Pine-Picasso Blvd Unit 3,",Saint Louis,MO,63108,"2,746",3,2.5+,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-3_Saint-Louis_MO_63108_M98651-47151?ex=MO2439409381
300,Condo/Townhome,"975,000","4101 W Pine-Basquiat Blvd Unit 5,",Saint Louis,MO,63108,"2,788",3,2.5+,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-5_Saint-Louis_MO_63108_M99563-10681?ex=MO2442454899
301,Condo/Townhome,"950,000","4101 W Pine-Van Gogh Blvd Unit 4,",Saint Louis,MO,63108,"2,410",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-4_Saint-Louis_MO_63108_M92799-97595?ex=MO2442449766
302,Condo/Townhome,"660,000","4101 W Pine-Adams Blvd Unit 11,",Saint Louis,MO,63108,"1,907",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-11_Saint-Louis_MO_63108_M93344-47310?ex=MO2442480885
303,Condo/Townhome,"635,000","4101 W Pine-Hockney Blvd Unit 13,",Saint Louis,MO,63108,"1,869",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-13_Saint-Louis_MO_63108_M93082-48121?ex=MO2442480887
304,Condo/Townhome,"699,000","4101 W Pine-Kusama Blvd Unit 2,",Saint Louis,MO,63108,"1,838",2,2.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-2_Saint-Louis_MO_63108_M92341-63818?ex=MO2442449762
305,Condo/Townhome,"925,000","4101 W Pine-Warhol Blvd Unit 6,",Saint Louis,MO,63108,"2,545",3,2.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-6_Saint-Louis_MO_63108_M95954-04185?ex=MO2442454538
306,Condo/Townhome,"900,000","4101 W Pine-Okeeffe Blvd Unit 12,",Saint Louis,MO,63108,"2,577",3,2.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-12_Saint-Louis_MO_63108_M94273-86356?ex=MO2442480886
307,Condo/Townhome,"775,000","4101 W Pine-Benton Blvd Unit 1,",Saint Louis,MO,63108,"2,215",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-1_Saint-Louis_MO_63108_M92108-59610?ex=MO2442449756
308,House for Sale,"2,250,000","15 Portland Pl,",Saint Louis,MO,63108,"12,028",8,5.5+,https://www.realtor.com//realestateandhomes-detail/15-Portland-Pl_Saint-Louis_MO_63108_M81601-58803
309,Condo/Townhome,"450,000","232 N Newstead Ave,",Saint Louis,MO,63108,"3,208",4,3.5,https://www.realtor.com//realestateandhomes-detail/232-N-Newstead-Ave_Saint-Louis_MO_63108_M79871-22882
310,Condo/Townhome,"685,000","4466 W Pine Blvd Unit 24D &E,",Saint Louis,MO,63108,"2,130",2,2.5,https://www.realtor.com//realestateandhomes-detail/4466-W-Pine-Blvd-Apt-24E_Saint-Louis_MO_63108_M77718-15308
311,House for Sale,"399,500","4361 Laclede Ave,",Saint Louis,MO,63108,"1,872",3,2.5,https://www.realtor.com//realestateandhomes-detail/4361-Laclede-Ave_Saint-Louis_MO_63108_M72536-64048
312,Multi-Family Home,"950,000","3910 Lindell Blvd,",Saint Louis,MO,63108,0,"15,132",0.24,https://www.realtor.com//realestateandhomes-detail/3910-Lindell-Blvd_Saint-Louis_MO_63108_M89173-57752
313,Condo/Townhome,"320,000","4213 Olive St,",Saint Louis,MO,63108,"1,848",3,2.5,https://www.realtor.com//realestateandhomes-detail/4213-Olive-St_Saint-Louis_MO_63108_M79170-14393
314,Condo/Townhome,"275,000","4465 Pershing Ave Unit B,",Saint Louis,MO,63108,"1,775",2,1.5,https://www.realtor.com//realestateandhomes-detail/4465-Pershing-Ave-B_Saint-Louis_MO_63108_M82196-57992
315,Condo/Townhome,"294,900","4501 Lindell Blvd Unit 8A,",Saint Louis,MO,63108,"1,665",2,2,https://www.realtor.com//realestateandhomes-detail/4501-Lindell-Blvd-Unit-8A_Saint-Louis_MO_63108_M76641-39782
316,Condo/Townhome,"329,900","9 N Euclid Ave Unit 416,",Saint Louis,MO,63108,904,1,1.5,https://www.realtor.com//realestateandhomes-detail/9-N-Euclid-Ave-Unit-416_Saint-Louis_MO_63108_M88257-14625?ex=MO2475971974
317,Condo/Townhome,"549,000","9 N Euclid Ave Unit 304,",Saint Louis,MO,63108,"1,580",2,4,https://www.realtor.com//realestateandhomes-detail/9-N-Euclid-Ave-Unit-304_Saint-Louis_MO_63108_M87087-74098
318,House for Sale,"5,000","5040 Cates Ave,",Saint Louis,MO,63108,"3,424",8,4,https://www.realtor.com//realestateandhomes-detail/5040-Cates-Ave_Saint-Louis_MO_63108_M85369-95498
319,Condo/Townhome,"155,000","4111 Westminster Pl,",Saint Louis,MO,63108,"1,216",2,2.5,https://www.realtor.com//realestateandhomes-detail/4111-Westminster-Pl_Saint-Louis_MO_63108_M86141-00139
320,House for Sale,"365,000","4243 Olive St,",Saint Louis,MO,63108,"2,500",4,4.5,https://www.realtor.com//realestateandhomes-detail/4243-Olive-St_Saint-Louis_MO_63108_M85961-89039
321,House for Sale,"594,900","4904 Pershing Pl,",Saint Louis,MO,63108,"3,701",4,3.5+,https://www.realtor.com//realestateandhomes-detail/4904-Pershing-Pl_Saint-Louis_MO_63108_M77540-76720
322,House for Sale,"659,900","5245 Washington Pl,",Saint Louis,MO,63108,"5,112",7,3.5,https://www.realtor.com//realestateandhomes-detail/5245-Washington-Pl_Saint-Louis_MO_63108_M80754-29868
323,Condo/Townhome,"130,000","4440 Lindell Blvd Apt 203,",Saint Louis,MO,63108,"1,750",3,2,https://www.realtor.com//realestateandhomes-detail/4440-Lindell-Blvd-Apt-203_Saint-Louis_MO_63108_M83711-95652
324,House for Sale,"525,000","4353 Washington Blvd,",Saint Louis,MO,63108,"2,500",3,3.5,https://www.realtor.com//realestateandhomes-detail/4353-Washington-Blvd_Saint-Louis_MO_63108_M80932-54238
325,Multi-Family Home,"65,000","608 Walton Ave,",Saint Louis,MO,63108,0,"2,880","2,526",https://www.realtor.com//realestateandhomes-detail/608-Walton-Ave_Saint-Louis_MO_63108_M78184-83241
326,House for Sale,"735,000","8 W Pine Ct,",Saint Louis,MO,63108,"2,548",3,3.5,https://www.realtor.com//realestateandhomes-detail/8-W-Pine-Ct_Saint-Louis_MO_63108_M81577-21996
327,House for Sale,"425,000","4211 Washington Blvd,",Saint Louis,MO,63108,"2,100",4,3.5,https://www.realtor.com//realestateandhomes-detail/4211-Washington-Blvd_Saint-Louis_MO_63108_M76385-53854
328,Condo/Townhome,"1,147,500","4969 Pershing Pl Unit 3,",Saint Louis,MO,63108,"2,750",3,2.5,https://www.realtor.com//realestateandhomes-detail/4969-Pershing-Pl-3_Saint-Louis_MO_63108_M83109-64930
329,Condo/Townhome,"207,500","4300 Maryland Ave Unit C,",Saint Louis,MO,63108,"1,500",2,1.5,https://www.realtor.com//realestateandhomes-detail/4300-Maryland-Ave-C_Saint-Louis_MO_63108_M72755-70979
330,Condo/Townhome,"429,000","4570 Laclede Ave Apt 102,",Saint Louis,MO,63108,"1,800",2,2,https://www.realtor.com//realestateandhomes-detail/4570-Laclede-Ave-Apt-102_Saint-Louis_MO_63108_M74406-40487
331,House for Sale,"449,900","4566 Washington Blvd,",Saint Louis,MO,63108,"2,810",4,3.5,https://www.realtor.com//realestateandhomes-detail/4566-Washington-Blvd_Saint-Louis_MO_63108_M89813-25738
332,Condo/Townhome,"198,000","4320 Maryland Ave Unit A1,",Saint Louis,MO,63108,"1,500",2,2,https://www.realtor.com//realestateandhomes-detail/4320-Maryland-Ave-1A_Saint-Louis_MO_63108_M85705-60524
333,Condo/Townhome,"509,900","232 N Kingshighway Blvd Apt 1110,",Saint Louis,MO,63108,"1,264",1,1.5,https://www.realtor.com//realestateandhomes-detail/232-N-Kingshighway-Blvd-Apt-1110_Saint-Louis_MO_63108_M89409-78186
334,Condo/Townhome,"149,500","4953 McPherson Ave Apt D,",Saint Louis,MO,63108,"1,255",2,1,https://www.realtor.com//realestateandhomes-detail/4953-McPherson-Ave-Apt-D_Saint-Louis_MO_63108_M77629-46014
335,Condo/Townhome,"240,000","4540 Lindell Blvd Apt 101,",Saint Louis,MO,63108,"1,019",2,2,https://www.realtor.com//realestateandhomes-detail/4540-Lindell-Blvd-Apt-101_Saint-Louis_MO_63108_M73759-03491
336,Condo/Townhome,"245,000","4466 W Pine Blvd Apt 2B,",Saint Louis,MO,63108,"1,152",2,2,https://www.realtor.com//realestateandhomes-detail/4466-W-Pine-Blvd-Apt-2B_Saint-Louis_MO_63108_M82251-36086
337,Condo/Townhome,"152,500","4220 McPherson Ave Apt 102,",Saint Louis,MO,63108,904,2,2,https://www.realtor.com//realestateandhomes-detail/4220-McPherson-Ave-Apt-102_Saint-Louis_MO_63108_M87095-19417
338,Condo/Townhome,"172,000","4375 Laclede Ave Apt E,",Saint Louis,MO,63108,960,2,1,https://www.realtor.com//realestateandhomes-detail/4375-Laclede-Ave-Apt-E_Saint-Louis_MO_63108_M86087-62183
339,Condo/Townhome,"150,000","4466 W Pine Blvd Apt 9G,",Saint Louis,MO,63108,789,1,1,https://www.realtor.com//realestateandhomes-detail/4466-W-Pine-Blvd-Apt-9G_Saint-Louis_MO_63108_M82569-98467
340,Condo/Townhome,"925,000","4101 W Pine-Dali Blvd Unit 8,",Saint Louis,MO,63108,"2,547",3,2.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-8_Saint-Louis_MO_63108_M91628-78274?ex=MO2442454542
341,Condo/Townhome,"675,000","4101 W Pine-Pollock Blvd Unit 7,",Saint Louis,MO,63108,"1,870",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-7_Saint-Louis_MO_63108_M97531-06375?ex=MO2442454558
342,Condo/Townhome,"656,250","4101 W Pine-Banksy Blvd Unit 9,",Saint Louis,MO,63108,"1,861",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-9_Saint-Louis_MO_63108_M94901-06045?ex=MO2442454531
343,Condo/Townhome,"1,025,000","4101 W Pine-Picasso Blvd Unit 3,",Saint Louis,MO,63108,"2,746",3,2.5+,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-3_Saint-Louis_MO_63108_M98651-47151?ex=MO2439409381
344,Condo/Townhome,"975,000","4101 W Pine-Basquiat Blvd Unit 5,",Saint Louis,MO,63108,"2,788",3,2.5+,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-5_Saint-Louis_MO_63108_M99563-10681?ex=MO2442454899
345,Condo/Townhome,"950,000","4101 W Pine-Van Gogh Blvd Unit 4,",Saint Louis,MO,63108,"2,410",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-4_Saint-Louis_MO_63108_M92799-97595?ex=MO2442449766
346,Condo/Townhome,"660,000","4101 W Pine-Adams Blvd Unit 11,",Saint Louis,MO,63108,"1,907",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-11_Saint-Louis_MO_63108_M93344-47310?ex=MO2442480885
347,Condo/Townhome,"635,000","4101 W Pine-Hockney Blvd Unit 13,",Saint Louis,MO,63108,"1,869",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-13_Saint-Louis_MO_63108_M93082-48121?ex=MO2442480887
348,Condo/Townhome,"699,000","4101 W Pine-Kusama Blvd Unit 2,",Saint Louis,MO,63108,"1,838",2,2.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-2_Saint-Louis_MO_63108_M92341-63818?ex=MO2442449762
349,Condo/Townhome,"925,000","4101 W Pine-Warhol Blvd Unit 6,",Saint Louis,MO,63108,"2,545",3,2.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-6_Saint-Louis_MO_63108_M95954-04185?ex=MO2442454538
350,Condo/Townhome,"900,000","4101 W Pine-Okeeffe Blvd Unit 12,",Saint Louis,MO,63108,"2,577",3,2.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-12_Saint-Louis_MO_63108_M94273-86356?ex=MO2442480886
351,Condo/Townhome,"775,000","4101 W Pine-Benton Blvd Unit 1,",Saint Louis,MO,63108,"2,215",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-1_Saint-Louis_MO_63108_M92108-59610?ex=MO2442449756
352,Condo/Townhome,"119,900","4355 Maryland Ave Apt 419,",Saint Louis,MO,63108,885,2,1,https://www.realtor.com//realestateandhomes-detail/4355-Maryland-Ave-Apt-419_Saint-Louis_MO_63108_M84729-31674
353,Condo/Townhome,"74,900","4355 Maryland Ave Apt 124,",Saint Louis,MO,63108,666,1,1,https://www.realtor.com//realestateandhomes-detail/4355-Maryland-Ave-Apt-124_Saint-Louis_MO_63108_M72826-19686
354,Condo/Townhome,"194,900","377 N Boyle Ave Apt C,",Saint Louis,MO,63108,"1,322",2,1,https://www.realtor.com//realestateandhomes-detail/377-N-Boyle-Ave-Apt-C_Saint-Louis_MO_63108_M87789-80596
355,Condo/Townhome,"153,500","4228 McPherson Ave Apt 112,",Saint Louis,MO,63108,"1,100",2,2,https://www.realtor.com//realestateandhomes-detail/4228-McPherson-Ave-Apt-112_Saint-Louis_MO_63108_M78532-11646
356,House for Sale,"335,000","4102 Olive St,",Saint Louis,MO,63108,"1,996",2,3.5,https://www.realtor.com//realestateandhomes-detail/4102-Olive-St_Saint-Louis_MO_63108_M73828-27102
357,Condo/Townhome,"129,900","4309 Maryland Ave Apt 7B,",Saint Louis,MO,63108,844,2,1.5,https://www.realtor.com//realestateandhomes-detail/4309-Maryland-Ave-Apt-7B_Saint-Louis_MO_63108_M89636-83171
358,Condo/Townhome,"185,000","4134 Westminster Pl,",Saint Louis,MO,63108,"1,216",2,2.5,https://www.realtor.com//realestateandhomes-detail/4134-Westminster-Pl_Saint-Louis_MO_63108_M88400-49663
359,Condo/Townhome,"275,000","4520 W Pine Blvd Apt 5,",Saint Louis,MO,63108,"1,690",2,2.5,https://www.realtor.com//realestateandhomes-detail/4520-W-Pine-Blvd-Apt-5_Saint-Louis_MO_63108_M89215-77058
360,Condo/Townhome,"90,000","4355 Maryland Ave Apt 431,",Saint Louis,MO,63108,672,1,1,https://www.realtor.com//realestateandhomes-detail/4355-Maryland-Ave-Apt-431_Saint-Louis_MO_63108_M84797-14076
361,House for Sale,"640,000","4624 McPherson Ave,",Saint Louis,MO,63108,"3,350",3,2.5,https://www.realtor.com//realestateandhomes-detail/4624-McPherson-Ave_Saint-Louis_MO_63108_M72417-30540
362,Condo/Townhome,"289,000","4336 Laclede Ave,",Saint Louis,MO,63108,"1,758",2,2,https://www.realtor.com//realestateandhomes-detail/4336-Laclede-Ave_Saint-Louis_MO_63108_M70624-74355
363,House for Sale,"350,000","4732 Westminster Pl,",Saint Louis,MO,63108,"2,880",7,3.5,https://www.realtor.com//realestateandhomes-detail/4732-Westminster-Pl_Saint-Louis_MO_63108_M74756-92088
364,House for Sale,"259,000","27 N Newstead Ave,",Saint Louis,MO,63108,"1,746",3,2.5,https://www.realtor.com//realestateandhomes-detail/27-N-Newstead-Ave_Saint-Louis_MO_63108_M82077-70156
365,House for Sale,"719,999","5137 Washington Pl,",Saint Louis,MO,63108,"4,501",5,3.5,https://www.realtor.com//realestateandhomes-detail/5137-Washington-Pl_Saint-Louis_MO_63108_M82315-62611
366,Condo/Townhome,"159,000","4965 McPherson Ave Apt C,",Saint Louis,MO,63108,"1,255",2,1,https://www.realtor.com//realestateandhomes-detail/4965-McPherson-Ave-Apt-C_Saint-Louis_MO_63108_M70460-43927
367,Condo/Townhome,"300,000","4101 Laclede Ave Unit 209,",Saint Louis,MO,63108,821,1,1,https://www.realtor.com//realestateandhomes-detail/4101-Laclede-Ave-Unit-209_Saint-Louis_MO_63108_M73137-06205
368,House for Sale,"669,900","4349 Westminster Pl,",Saint Louis,MO,63108,"5,900",7,4.5,https://www.realtor.com//realestateandhomes-detail/4349-Westminster-Pl_Saint-Louis_MO_63108_M78561-48136
369,Condo/Townhome,"373,000","410 N Newstead Ave Apt 4S,",Saint Louis,MO,63108,"2,500",2,2.5,https://www.realtor.com//realestateandhomes-detail/410-N-Newstead-Ave-Apt-4S_Saint-Louis_MO_63108_M89928-77660
370,Condo/Townhome,"250,000","4454 Lindell Blvd Apt 19,",Saint Louis,MO,63108,"1,180",2,2,https://www.realtor.com//realestateandhomes-detail/4454-Lindell-Blvd-Apt-19_Saint-Louis_MO_63108_M71305-15758
371,Condo/Townhome,"145,000","4309 Maryland Ave Apt 9B,",Saint Louis,MO,63108,"1,031",2,1.5,https://www.realtor.com//realestateandhomes-detail/4309-Maryland-Ave-Apt-9B_Saint-Louis_MO_63108_M74107-89183
372,Condo/Townhome,"249,000","4260 Lindell Blvd Apt A,",Saint Louis,MO,63108,"1,785",2,2,https://www.realtor.com//realestateandhomes-detail/4260-Lindell-Blvd-Apt-A_Saint-Louis_MO_63108_M77884-73185
373,Condo/Townhome,"259,000","4466 W Pine Blvd Apt 3E,",Saint Louis,MO,63108,"1,150",2,2,https://www.realtor.com//realestateandhomes-detail/4466-W-Pine-Blvd-Apt-3E_Saint-Louis_MO_63108_M71863-24490
374,Condo/Townhome,"225,000","319 N Taylor Ave Unit A,",Saint Louis,MO,63108,966,1,1,https://www.realtor.com//realestateandhomes-detail/319-N-Taylor-Ave-Unit-A_Saint-Louis_MO_63108_M79179-30664
375,Condo/Townhome,"325,000","484 Lake Ave Unit 4S,",Saint Louis,MO,63108,"2,060",3,2,https://www.realtor.com//realestateandhomes-detail/484-Lake-Ave-Unit-4S_Saint-Louis_MO_63108_M75048-76732
376,House for Sale,"1,899,000","4924 Pershing Pl,",Saint Louis,MO,63108,"6,814",4,4.5,https://www.realtor.com//realestateandhomes-detail/4924-Pershing-Pl_Saint-Louis_MO_63108_M78859-26253
377,Condo/Townhome,"475,000","232 N Kingshighway Blvd Apt 1407,",Saint Louis,MO,63108,"1,021",1,1,https://www.realtor.com//realestateandhomes-detail/232-N-Kingshighway-Blvd-Apt-1407_Saint-Louis_MO_63108_M87085-13236
378,House for Sale,"199,900","4217 Delmar Blvd,",Saint Louis,MO,63108,"2,850",5,3,https://www.realtor.com//realestateandhomes-detail/4217-Delmar-Blvd_Saint-Louis_MO_63108_M82323-42047
379,House for Sale,"397,000","4145 W Pine Blvd,",Saint Louis,MO,63108,"2,729",4,2.5,https://www.realtor.com//realestateandhomes-detail/4145-W-Pine-Blvd_Saint-Louis_MO_63108_M80559-15812
380,Condo/Townhome,"299,900","4100 Forest Park Ave Apt 116,",Saint Louis,MO,63108,"1,135",2,2,https://www.realtor.com//realestateandhomes-detail/4100-Forest-Park-Ave-Apt-116_Saint-Louis_MO_63108_M85643-03394
