,Property Types,Price,Street Addresses,City,State,Zipcode,Sqft Area,Beds,Baths,Links
662,House for Sale,"354,900","Ashton II,",Cottleville,MO,63304,"2,161",3,2.5,https://www.realtor.com//realestateandhomes-detail/Ashton-II_Ashford-Knoll_800-Brimley-Dr_Cottleville_MO_63304_P415367932983
663,House for Sale,"625,900","Parkview II - Estate,",Cottleville,MO,63304,"3,840",4,3,https://www.realtor.com//realestateandhomes-detail/Parkview-II-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P414678956608
664,House for Sale,"634,900","Westbrooke - Estate,",Cottleville,MO,63304,"4,109",4,3,https://www.realtor.com//realestateandhomes-detail/Westbrooke-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P411946156880
665,House for Sale,"755,000","The Prada,",Cottleville,MO,63304,"5,270",4,3.5,https://www.realtor.com//realestateandhomes-detail/The-Prada_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P415379915278
666,House for Sale,"195,000","4549 Chickasaw Pass,",Saint Charles,MO,63304,"1,414",3,2,https://www.realtor.com//realestateandhomes-detail/4549-Chickasaw-Pass_Saint-Charles_MO_63304_M89259-35952
667,House for Sale,"167,000","4595 Clearbrook Dr,",Saint Charles,MO,63304,895,4,1,https://www.realtor.com//realestateandhomes-detail/4595-Clearbrook-Dr_Saint-Charles_MO_63304_M75595-50608
668,House for Sale,"302,900","4232 Weatherton Pl,",Saint Charles,MO,63304,"2,160",4,2.5,https://www.realtor.com//realestateandhomes-detail/4232-Weatherton-Pl_Saint-Charles_MO_63304_M89728-61477
669,House for Sale,"255,000","3889 Gallo Dr,",Saint Charles,MO,63304,"2,343",3,2.5,https://www.realtor.com//realestateandhomes-detail/3889-Gallo-Dr_Saint-Charles_MO_63304_M77438-86150
670,House for Sale,"224,900","1004 N Brampton Dr,",Saint Charles,MO,63304,"1,359",3,2,https://www.realtor.com//realestateandhomes-detail/1004-N-Brampton-Dr_Saint-Charles_MO_63304_M78276-79065
671,House for Sale,"294,900","4810 Greenburg Dr,",Saint Peters,MO,63304,"2,117",4,2.5,https://www.realtor.com//realestateandhomes-detail/4810-Greenburg-Dr_Saint-Peters_MO_63304_M70590-01286
672,House for Sale,"190,000","1415 Mohican Trl,",Saint Charles,MO,63304,"1,152",3,2.5,https://www.realtor.com//realestateandhomes-detail/1415-Mohican-Trl_Saint-Charles_MO_63304_M76859-19419
673,House for Sale,"425,000","215 Whitmoor Forest Ct Unit 29,",Weldon Spring,MO,63304,"2,105",3,2,https://www.realtor.com//realestateandhomes-detail/215-Whitmoor-Forest-Ct_Weldon-Spring_MO_63304_M70313-75330
674,House for Sale,"135,000","4635 Kellykris Dr,",Saint Charles,MO,63304,"1,165",4,2.5,https://www.realtor.com//realestateandhomes-detail/4635-Kellykris-Dr_Saint-Charles_MO_63304_M75972-63742
675,House for Sale,"2,850,000","11 Upper Whitmoor Dr,",Weldon Spring,MO,63304,"11,748",6,9.5+,https://www.realtor.com//realestateandhomes-detail/11-Upper-Whitmoor-Dr_Weldon-Spring_MO_63304_M72523-00769
676,House for Sale,"299,900","916 Arbor Green Dr,",Saint Charles,MO,63304,"2,618",4,2.5,https://www.realtor.com//realestateandhomes-detail/916-Arbor-Green-Dr_Saint-Charles_MO_63304_M75533-71279
677,House for Sale,"279,900","738 Jacobs Station Rd,",Saint Charles,MO,63304,"1,504",3,2,https://www.realtor.com//realestateandhomes-detail/738-Jacobs-Station-Rd_Saint-Charles_MO_63304_M89954-94467
678,Condo/Townhome,"132,900","1613 Piedmont Cir,",Saint Peters,MO,63304,"1,125",2,2,https://www.realtor.com//realestateandhomes-detail/1613-Piedmont-Cir_St-Peters_MO_63304_M85466-37412
679,House for Sale,"295,000","3 Fox Den Ct,",Saint Charles,MO,63304,"2,497",4,2.5,https://www.realtor.com//realestateandhomes-detail/3-Fox-Den-Ct_Saint-Charles_MO_63304_M85164-83669
680,House for Sale,"224,900","5841 Walnut Creek Blvd,",Saint Charles,MO,63304,"1,414",3,2,https://www.realtor.com//realestateandhomes-detail/5841-Walnut-Creek-Blvd_Saint-Charles_MO_63304_M80151-70839
681,House for Sale,"175,000","4025 Mary Ridge Ln,",Saint Charles,MO,63304,864,3,1,https://www.realtor.com//realestateandhomes-detail/4025-Mary-Ridge-Ln_Saint-Charles_MO_63304_M86609-75101
682,House for Sale,"245,000","1409 Colonial Dr,",Cottleville,MO,63304,"1,675",3,2.5,https://www.realtor.com//realestateandhomes-detail/1409-Colonial-Dr_Cottleville_MO_63304_M89268-78789
683,House for Sale,"369,900","900 Wolfrum Glen Ct,",Saint Peters,MO,63304,"2,519",5,3.5,https://www.realtor.com//realestateandhomes-detail/900-Wolfrum-Glen-Ct_Saint-Peters_MO_63304_M73298-12890
684,House for Sale,"265,000","4014 French Oak Ln,",Saint Charles,MO,63304,"1,472",3,3,https://www.realtor.com//realestateandhomes-detail/4014-French-Oak-Ln_Saint-Charles_MO_63304_M79604-38542
685,Condo/Townhome,"114,400","226 Shirley Ridge Dr Unit 226C,",Saint Charles,MO,63304,"1,216",2,2,https://www.realtor.com//realestateandhomes-detail/226-Shirley-Ridge-Dr_Saint-Charles_MO_63304_M88520-78186
686,House for Sale,"250,000","4302 Castle Rock Ct,",Saint Charles,MO,63304,"1,430",3,2,https://www.realtor.com//realestateandhomes-detail/4302-Castle-Rock-Ct_Saint-Charles_MO_63304_M87914-91284
687,House for Sale,"229,900","115 Stonecrest Ln,",Saint Peters,MO,63304,"1,336",3,3,https://www.realtor.com//realestateandhomes-detail/115-Stonecrest-Ln_St-Peters_MO_63304_M85737-54605
688,House for Sale,"489,900","3 Enclave Ct,",Saint Charles,MO,63304,"2,558",4,3.5,https://www.realtor.com//realestateandhomes-detail/3-Enclave-Ct_Saint-Charles_MO_63304_M76570-53355
689,Condo/Townhome,"130,000","2021 Piedmont Cir,",Saint Peters,MO,63304,918,2,2,https://www.realtor.com//realestateandhomes-detail/2021-Piedmont-Cir_St-Peters_MO_63304_M82606-31453
690,House for Sale,"254,900","1058 Reddington Timbers Dr,",Saint Charles,MO,63304,"1,790",3,3,https://www.realtor.com//realestateandhomes-detail/1058-Reddington-Timbers-Dr_Saint-Charles_MO_63304_M78319-64648
691,House for Sale,"360,000","5236 Roanoke Dr,",Weldon Spring,MO,63304,"1,885",4,3,https://www.realtor.com//realestateandhomes-detail/5236-Roanoke-Dr_Weldon-Spring_MO_63304_M86758-51916
692,House for Sale,"265,000","945 Weatherstone Dr,",Saint Charles,MO,63304,"2,156",4,2.5,https://www.realtor.com//realestateandhomes-detail/945-Weatherstone-Dr_Saint-Charles_MO_63304_M73909-91676
693,House for Sale,"325,000","4228 Weatherton Pl,",Saint Charles,MO,63304,"2,190",3,3.5,https://www.realtor.com//realestateandhomes-detail/4228-Weatherton-Pl_Saint-Charles_MO_63304_M84131-70585
694,House for Sale,"344,900","5098 Mount Ellen Ct,",Saint Peters,MO,63304,"2,484",5,3.5,https://www.realtor.com//realestateandhomes-detail/5098-Mount-Ellen-Ct_St-Peters_MO_63304_M89070-56120
695,House for Sale,"260,000","7 Bald Hill Ct,",Saint Peters,MO,63304,"2,028",4,2.5,https://www.realtor.com//realestateandhomes-detail/7-Bald-Hill-Ct_St-Peters_MO_63304_M75762-75313
696,House for Sale,"325,000","1126 Manor Cove Dr,",Saint Charles,MO,63304,"2,480",4,2.5+,https://www.realtor.com//realestateandhomes-detail/1126-Manor-Cove-Dr_Saint-Charles_MO_63304_M85400-91903
697,House for Sale,"315,000","305 Pearson Ct,",Saint Charles,MO,63304,"2,490",4,2.5,https://www.realtor.com//realestateandhomes-detail/305-Pearson-Ct_Saint-Charles_MO_63304_M71127-62039
698,House for Sale,"714,000","The Villanueva,",Cottleville,MO,63304,"4,292",3,3.5,https://www.realtor.com//realestateandhomes-detail/The-Villanueva_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P415330060996
699,House for Sale,"614,900","Wyndham - Estate,",Cottleville,MO,63304,"3,752",4,3,https://www.realtor.com//realestateandhomes-detail/Wyndham-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P414035654890
700,House for Sale,"620,900","Nantucket - Estate,",Cottleville,MO,63304,"3,292",3,2,https://www.realtor.com//realestateandhomes-detail/Nantucket-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P412292792766
701,House for Sale,"735,000","The Madrid,",Cottleville,MO,63304,"4,517",4,4.5,https://www.realtor.com//realestateandhomes-detail/The-Madrid_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P413071471070
702,House for Sale,"354,900","Ashton II,",Cottleville,MO,63304,"2,161",3,2.5,https://www.realtor.com//realestateandhomes-detail/Ashton-II_Ashford-Knoll_800-Brimley-Dr_Cottleville_MO_63304_P415367932983
703,House for Sale,"625,900","Parkview II - Estate,",Cottleville,MO,63304,"3,840",4,3,https://www.realtor.com//realestateandhomes-detail/Parkview-II-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P414678956608
704,House for Sale,"650,000","The Palencia,",Cottleville,MO,63304,"3,796",3,3.5,https://www.realtor.com//realestateandhomes-detail/The-Palencia_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P415125287408
705,House for Sale,"392,000","The Sunset,",Saint Charles,MO,63304,"3,087",4,2.5,https://www.realtor.com//realestateandhomes-detail/The-Sunset_Winterbrooke_1508-Eagle-Hill-Ln_Saint-Charles_MO_63304_P412390729559
706,House for Sale,"594,900","Waterford - Estate,",Cottleville,MO,63304,"3,612",4,2,https://www.realtor.com//realestateandhomes-detail/Waterford-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P415244167876
707,House for Sale,"398,000","The Magnolia,",Saint Charles,MO,63304,"3,103",4,2.5,https://www.realtor.com//realestateandhomes-detail/The-Magnolia_Winterbrooke_1508-Eagle-Hill-Ln_Saint-Charles_MO_63304_P414414641253
708,House for Sale,"634,900","Westbrooke - Estate,",Cottleville,MO,63304,"4,109",4,3,https://www.realtor.com//realestateandhomes-detail/Westbrooke-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P411946156880
709,House for Sale,"755,000","The Prada,",Cottleville,MO,63304,"5,270",4,3.5,https://www.realtor.com//realestateandhomes-detail/The-Prada_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P415379915278
710,House for Sale,"549,000","5332 Enchanted Dr,",Weldon Spring,MO,63304,"2,829",5,3.5,https://www.realtor.com//realestateandhomes-detail/5332-Enchanted-Dr_Weldon-Spring_MO_63304_M75328-75011
711,House for Sale,"179,900","4592 Clearbrook Dr,",Saint Charles,MO,63304,"1,129",3,2,https://www.realtor.com//realestateandhomes-detail/4592-Clearbrook-Dr_Saint-Charles_MO_63304_M75547-80568
712,House for Sale,"900,000","700 Hillenkamp Dr,",Weldon Spring,MO,63304,"4,272",4,3.5,https://www.realtor.com//realestateandhomes-detail/700-Hillenkamp-Dr_Weldon-Spring_MO_63304_M78524-04574
713,House for Sale,"575,000","1434 Lucerne Pl,",Weldon Spring,MO,63304,"4,496",4,4.5,https://www.realtor.com//realestateandhomes-detail/1434-Lucerne-Pl_Weldon-Spring_MO_63304_M74941-79481
714,House for Sale,"1,189,000","4641 Crosshaven Ct,",Weldon Spring,MO,63304,"3,596",4,4.5,https://www.realtor.com//realestateandhomes-detail/4641-Crosshaven-Ct_Weldon-Spring_MO_63304_M83408-78661
715,House for Sale,"289,900","1133 Maudie Ln,",Saint Charles,MO,63304,"2,464",4,2.5,https://www.realtor.com//realestateandhomes-detail/1133-Maudie-Ln_Saint-Charles_MO_63304_M81246-20392
716,House for Sale,"899,500","4747 Crosshaven Dr,",Weldon Spring,MO,63304,"3,389",4,3.5,https://www.realtor.com//realestateandhomes-detail/4747-Crosshaven-Dr_Weldon-Spring_MO_63304_M74730-20158
717,House for Sale,"499,900","1167 Whitmoor Dr,",Weldon Spring,MO,63304,"2,817",4,4.5,https://www.realtor.com//realestateandhomes-detail/1167-Whitmoor-Dr_Weldon-Spring_MO_63304_M74061-70806
718,House for Sale,"399,900","1159 Hollow Valley Ct,",O Fallon,MO,63304,"2,768",4,3.5,https://www.realtor.com//realestateandhomes-detail/1159-Hollow-Valley-Ct_Saint-Charles_MO_63304_M76570-11350
719,House for Sale,"229,900","911 Caulks Hill Rd,",Saint Charles,MO,63304,"1,572",4,3,https://www.realtor.com//realestateandhomes-detail/911-Caulks-Hill-Rd_Saint-Charles_MO_63304_M89208-78636
720,House for Sale,"240,000","1360 Timothy Ridge Dr,",Saint Charles,MO,63304,"1,768",3,3,https://www.realtor.com//realestateandhomes-detail/1360-Timothy-Ridge-Dr_Saint-Charles_MO_63304_M82168-39079
721,House for Sale,"273,500","5845 Wellington Farm Dr,",Saint Charles,MO,63304,"2,577",4,2.5,https://www.realtor.com//realestateandhomes-detail/5845-Wellington-Farm-Dr_Saint-Charles_MO_63304_M79414-77881
722,House for Sale,"309,900","313 Booth Bay Ct,",Harvester,MO,63304,"2,258",4,2.5+,https://www.realtor.com//realestateandhomes-detail/313-Booth-Bay-Ct_Saint-Charles_MO_63304_M72393-16660
723,House for Sale,"149,900","23 Fern Dr,",Saint Charles,MO,63304,832,4,2,https://www.realtor.com//realestateandhomes-detail/23-Fern-Dr_Saint-Charles_MO_63304_M88919-19850
724,House for Sale,"269,900","4960 Braid Hills Dr,",Saint Peters,MO,63304,"1,543",3,2,https://www.realtor.com//realestateandhomes-detail/4960-Braid-Hills-Dr_St-Peters_MO_63304_M74105-12732
725,House for Sale,"399,900","5726 Westchester Meadow Dr,",Weldon Spring,MO,63304,"2,312",3,2,https://www.realtor.com//realestateandhomes-detail/5726-Westchester-Meadow-Dr_Weldon-Spring_MO_63304_M84704-86124
726,House for Sale,"204,900","1029 Harvest Home Cir,",Saint Charles,MO,63304,"1,134",3,2,https://www.realtor.com//realestateandhomes-detail/1029-Harvest-Home-Cir_Saint-Charles_MO_63304_M87708-83218
727,House for Sale,"200,000","1461 Arapahoe Way,",Saint Charles,MO,63304,"1,364",3,2,https://www.realtor.com//realestateandhomes-detail/1461-Arapahoe-Way_Saint-Charles_MO_63304_M87098-08190
728,House for Sale,"215,000","1188 Musket Dr,",Saint Charles,MO,63304,"1,084",3,2.5,https://www.realtor.com//realestateandhomes-detail/1188-Musket-Dr_Saint-Charles_MO_63304_M73019-74711
729,House for Sale,"299,000","5520 Emerald Ridge Dr,",Saint Charles,MO,63304,"2,196",4,2.5,https://www.realtor.com//realestateandhomes-detail/5520-Emerald-Ridge-Dr_Saint-Charles_MO_63304_M70548-48196
730,House for Sale,"200,000","4636 Kellykris Dr,",Saint Charles,MO,63304,"1,220",3,3,https://www.realtor.com//realestateandhomes-detail/4636-Kellykris-Dr_Saint-Charles_MO_63304_M84886-74350
731,House for Sale,"649,900","1020 Castleview Ct,",Cottleville,MO,63304,"3,808",5,3.5,https://www.realtor.com//realestateandhomes-detail/1020-Castleview-Ct_Cottleville_MO_63304_M81227-00051
732,Condo/Townhome,"409,900","108 Rathfarnum Dr,",Weldon Spring,MO,63304,"2,107",4,3,https://www.realtor.com//realestateandhomes-detail/108-Rathfarnum-Dr_Weldon-Spring_MO_63304_M83198-50368?ex=MO2397873130
733,Condo/Townhome,"210,000","5502 Bourbeuse Cmn Unit 1,",Weldon Spring,MO,63304,"1,667",2,2.5,https://www.realtor.com//realestateandhomes-detail/5502-Bourbeuse-Cmn-1_Weldon-Spring_MO_63304_M76540-74126
734,House for Sale,"325,900","Ashton,",Cottleville,MO,63304,"1,785",3,2,https://www.realtor.com//realestateandhomes-detail/Ashton_Ashford-Knoll_800-Brimley-Dr_Cottleville_MO_63304_P415848446379
735,House for Sale,"349,900","5104 Hayston Ct,",Saint Peters,MO,63304,"2,590",4,2.5,https://www.realtor.com//realestateandhomes-detail/5104-Hayston-Ct_Saint-Peters_MO_63304_M73156-14566
736,House for Sale,"362,000","The Augusta,",Saint Charles,MO,63304,"2,106",3,2.5,https://www.realtor.com//realestateandhomes-detail/The-Augusta_Winterbrooke_1508-Eagle-Hill-Ln_Saint-Charles_MO_63304_P413779000469
737,House for Sale,"625,000","The Raleigh,",Cottleville,MO,63304,"3,876",4,3.5,https://www.realtor.com//realestateandhomes-detail/The-Raleigh_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P412387675334
738,House for Sale,"380,000","The Indigo,",Saint Charles,MO,63304,"2,569",3,2.5,https://www.realtor.com//realestateandhomes-detail/The-Indigo_Winterbrooke_1508-Eagle-Hill-Ln_Saint-Charles_MO_63304_P415000482374
739,Condo/Townhome,"124,900","198 Harvest Moon Ct Unit 42A,",Saint Peters,MO,63304,"1,024",2,2,https://www.realtor.com//realestateandhomes-detail/198-Harvest-Moon-Ct-A42_Saint-Peters_MO_63304_M76358-13814
740,House for Sale,"359,900","Montego,",Cottleville,MO,63304,"2,691",4,2.5,https://www.realtor.com//realestateandhomes-detail/Montego_Ashford-Knoll_800-Brimley-Dr_Cottleville_MO_63304_P413708117567
741,Condo/Townhome,"99,900","188 Harvest Moon Ct,",Saint Peters,MO,63304,"1,036",2,2,https://www.realtor.com//realestateandhomes-detail/188-Harvest-Moon-Ct_St-Peters_MO_63304_M85756-13531
742,House for Sale,"394,552","801-UC Brimley Dr,",Cottleville,MO,63304,"2,480",4,2.5,https://www.realtor.com//realestateandhomes-detail/801-UC-Brimley-Dr_Cottleville_MO_63304_M99909-10636
743,Condo/Townhome,"186,500","5503 Wavecrest Cir,",Saint Charles,MO,63304,"1,528",3,2.5,https://www.realtor.com//realestateandhomes-detail/5503-Wavecrest-Cir_Saint-Charles_MO_63304_M70503-76283
744,House for Sale,"405,370","715-UC Tinsley Ct,",Cottleville,MO,63304,"1,929",3,2,https://www.realtor.com//realestateandhomes-detail/715-UC-Tinsley-Ct_Cottleville_MO_63304_M94418-82259
745,House for Sale,"351,000","The Aurora,",Saint Charles,MO,63304,"2,024",3,2.5,https://www.realtor.com//realestateandhomes-detail/The-Aurora_Winterbrooke_1508-Eagle-Hill-Ln_Saint-Charles_MO_63304_P414103237575
746,House for Sale,"382,000","The Forest,",Saint Charles,MO,63304,"2,968",4,2.5,https://www.realtor.com//realestateandhomes-detail/The-Forest_Winterbrooke_1508-Eagle-Hill-Ln_Saint-Charles_MO_63304_P415383224381
747,House for Sale,"364,000","The Lakeland,",Saint Charles,MO,63304,"2,699",4,2.5,https://www.realtor.com//realestateandhomes-detail/The-Lakeland_Winterbrooke_1508-Eagle-Hill-Ln_Saint-Charles_MO_63304_P413196709428
748,House for Sale,"579,900","Nantucket II - Estate,",Cottleville,MO,63304,"2,797",3,2,https://www.realtor.com//realestateandhomes-detail/Nantucket-II-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P414742261831
749,House for Sale,"554,900","Woodside - Estate,",Cottleville,MO,63304,"2,662",3,2,https://www.realtor.com//realestateandhomes-detail/Woodside-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P415528672411
750,House for Sale,"554,900","Arlington II - Estate,",Cottleville,MO,63304,"2,653",3,2,https://www.realtor.com//realestateandhomes-detail/Arlington-II-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P414283312220
751,House for Sale,"519,900","Durham II - Estate,",Cottleville,MO,63304,"2,220",3,2,https://www.realtor.com//realestateandhomes-detail/Durham-II-Estate_The-Woods-at-Cottleville-Trail_101-Trl-Creek-Ct_Cottleville_MO_63304_P412702414671
752,House for Sale,"591,900","Nantucket - Estate,",Weldon Spring,MO,63304,"3,292",3,2.5,https://www.realtor.com//realestateandhomes-detail/Nantucket-Estate_Ehlmann-Farms_101-Ehlmann-Farms-Dr_Weldon-Spring_MO_63304_P413464611132
753,House for Sale,"500,000","The Savannah,",Cottleville,MO,63304,"2,620",3,2.5,https://www.realtor.com//realestateandhomes-detail/The-Savannah_Bluffs-at-Windcastle_505-John-Pitman-Dr_Cottleville_MO_63304_P414197718335
754,Condo/Townhome,"130,000","4440 Lindell Blvd Apt 203,",Saint Louis,MO,63108,"1,750",3,2,https://www.realtor.com//realestateandhomes-detail/4440-Lindell-Blvd-Apt-203_Saint-Louis_MO_63108_M83711-95652
755,Condo/Townhome,"155,000","4111 Westminster Pl,",Saint Louis,MO,63108,"1,216",2,2.5,https://www.realtor.com//realestateandhomes-detail/4111-Westminster-Pl_Saint-Louis_MO_63108_M86141-00139
756,Condo/Townhome,"275,000","4520 W Pine Blvd Apt 5,",Saint Louis,MO,63108,"1,690",2,2.5,https://www.realtor.com//realestateandhomes-detail/4520-W-Pine-Blvd-Apt-5_Saint-Louis_MO_63108_M89215-77058
757,Condo/Townhome,"129,900","4309 Maryland Ave Apt 7B,",Saint Louis,MO,63108,844,2,1.5,https://www.realtor.com//realestateandhomes-detail/4309-Maryland-Ave-Apt-7B_Saint-Louis_MO_63108_M89636-83171
758,Condo/Townhome,"152,500","4220 McPherson Ave Apt 102,",Saint Louis,MO,63108,904,2,2,https://www.realtor.com//realestateandhomes-detail/4220-McPherson-Ave-Apt-102_Saint-Louis_MO_63108_M87095-19417
759,Condo/Townhome,"294,900","4501 Lindell Blvd Unit 8A,",Saint Louis,MO,63108,"1,665",2,2,https://www.realtor.com//realestateandhomes-detail/4501-Lindell-Blvd-Unit-8A_Saint-Louis_MO_63108_M76641-39782
760,Condo/Townhome,"320,000","4213 Olive St,",Saint Louis,MO,63108,"1,848",3,2.5,https://www.realtor.com//realestateandhomes-detail/4213-Olive-St_Saint-Louis_MO_63108_M79170-14393
761,Condo/Townhome,"450,000","232 N Newstead Ave,",Saint Louis,MO,63108,"3,208",4,3.5,https://www.realtor.com//realestateandhomes-detail/232-N-Newstead-Ave_Saint-Louis_MO_63108_M79871-22882
762,House for Sale,"365,000","4243 Olive St,",Saint Louis,MO,63108,"2,500",4,4.5,https://www.realtor.com//realestateandhomes-detail/4243-Olive-St_Saint-Louis_MO_63108_M85961-89039
763,Condo/Townhome,"685,000","4466 W Pine Blvd Unit 24D &E,",Saint Louis,MO,63108,"2,130",2,2.5,https://www.realtor.com//realestateandhomes-detail/4466-W-Pine-Blvd-Apt-24E_Saint-Louis_MO_63108_M77718-15308
764,Condo/Townhome,"250,000","4454 Lindell Blvd Apt 19,",Saint Louis,MO,63108,"1,180",2,2,https://www.realtor.com//realestateandhomes-detail/4454-Lindell-Blvd-Apt-19_Saint-Louis_MO_63108_M71305-15758
765,Condo/Townhome,"275,000","4465 Pershing Ave Unit B,",Saint Louis,MO,63108,"1,775",2,1.5,https://www.realtor.com//realestateandhomes-detail/4465-Pershing-Ave-B_Saint-Louis_MO_63108_M82196-57992
766,Condo/Townhome,"172,000","4375 Laclede Ave Apt E,",Saint Louis,MO,63108,960,2,1,https://www.realtor.com//realestateandhomes-detail/4375-Laclede-Ave-Apt-E_Saint-Louis_MO_63108_M86087-62183
767,House for Sale,"525,000","4353 Washington Blvd,",Saint Louis,MO,63108,"2,500",3,3.5,https://www.realtor.com//realestateandhomes-detail/4353-Washington-Blvd_Saint-Louis_MO_63108_M80932-54238
768,House for Sale,"399,500","4361 Laclede Ave,",Saint Louis,MO,63108,"1,872",3,2.5,https://www.realtor.com//realestateandhomes-detail/4361-Laclede-Ave_Saint-Louis_MO_63108_M72536-64048
769,Condo/Townhome,"329,900","9 N Euclid Ave Unit 416,",Saint Louis,MO,63108,904,1,1.5,https://www.realtor.com//realestateandhomes-detail/9-N-Euclid-Ave-Unit-416_Saint-Louis_MO_63108_M88257-14625?ex=MO2475971974
770,Condo/Townhome,"198,000","4320 Maryland Ave Unit A1,",Saint Louis,MO,63108,"1,500",2,2,https://www.realtor.com//realestateandhomes-detail/4320-Maryland-Ave-1A_Saint-Louis_MO_63108_M85705-60524
771,Condo/Townhome,"207,500","4300 Maryland Ave Unit C,",Saint Louis,MO,63108,"1,500",2,1.5,https://www.realtor.com//realestateandhomes-detail/4300-Maryland-Ave-C_Saint-Louis_MO_63108_M72755-70979
772,House for Sale,"2,250,000","15 Portland Pl,",Saint Louis,MO,63108,"12,028",8,5.5+,https://www.realtor.com//realestateandhomes-detail/15-Portland-Pl_Saint-Louis_MO_63108_M81601-58803
773,Multi-Family Home,"950,000","3910 Lindell Blvd,",Saint Louis,MO,63108,0,"15,132",0.24,https://www.realtor.com//realestateandhomes-detail/3910-Lindell-Blvd_Saint-Louis_MO_63108_M89173-57752
774,House for Sale,"350,000","4732 Westminster Pl,",Saint Louis,MO,63108,"2,880",7,3.5,https://www.realtor.com//realestateandhomes-detail/4732-Westminster-Pl_Saint-Louis_MO_63108_M74756-92088
775,Condo/Townhome,"240,000","4540 Lindell Blvd Apt 101,",Saint Louis,MO,63108,"1,019",2,2,https://www.realtor.com//realestateandhomes-detail/4540-Lindell-Blvd-Apt-101_Saint-Louis_MO_63108_M73759-03491
776,House for Sale,"449,900","4566 Washington Blvd,",Saint Louis,MO,63108,"2,810",4,3.5,https://www.realtor.com//realestateandhomes-detail/4566-Washington-Blvd_Saint-Louis_MO_63108_M89813-25738
777,Condo/Townhome,"549,000","9 N Euclid Ave Unit 304,",Saint Louis,MO,63108,"1,580",2,4,https://www.realtor.com//realestateandhomes-detail/9-N-Euclid-Ave-Unit-304_Saint-Louis_MO_63108_M87087-74098
778,Condo/Townhome,"150,000","4466 W Pine Blvd Apt 9G,",Saint Louis,MO,63108,789,1,1,https://www.realtor.com//realestateandhomes-detail/4466-W-Pine-Blvd-Apt-9G_Saint-Louis_MO_63108_M82569-98467
779,House for Sale,"640,000","4624 McPherson Ave,",Saint Louis,MO,63108,"3,350",3,2.5,https://www.realtor.com//realestateandhomes-detail/4624-McPherson-Ave_Saint-Louis_MO_63108_M72417-30540
780,House for Sale,"594,900","4904 Pershing Pl,",Saint Louis,MO,63108,"3,701",4,3.5+,https://www.realtor.com//realestateandhomes-detail/4904-Pershing-Pl_Saint-Louis_MO_63108_M77540-76720
781,Multi-Family Home,"65,000","608 Walton Ave,",Saint Louis,MO,63108,0,"2,880","2,526",https://www.realtor.com//realestateandhomes-detail/608-Walton-Ave_Saint-Louis_MO_63108_M78184-83241
782,Condo/Townhome,"1,147,500","4969 Pershing Pl Unit 3,",Saint Louis,MO,63108,"2,750",3,2.5,https://www.realtor.com//realestateandhomes-detail/4969-Pershing-Pl-3_Saint-Louis_MO_63108_M83109-64930
783,House for Sale,"425,000","4211 Washington Blvd,",Saint Louis,MO,63108,"2,100",4,3.5,https://www.realtor.com//realestateandhomes-detail/4211-Washington-Blvd_Saint-Louis_MO_63108_M76385-53854
784,Condo/Townhome,"539,000","110 N Newstead Ave Apt 203,",Saint Louis,MO,63108,"2,360",3,2.5,https://www.realtor.com//realestateandhomes-detail/110-N-Newstead-Ave-Apt-203_Saint-Louis_MO_63108_M81520-17003
785,Condo/Townhome,"635,000","4101 W Pine-Hockney Blvd Unit 13,",Saint Louis,MO,63108,"1,869",3,3.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-13_Saint-Louis_MO_63108_M93082-48121?ex=MO2442480887
786,Condo/Townhome,"699,000","4101 W Pine-Kusama Blvd Unit 2,",Saint Louis,MO,63108,"1,838",2,2.5,https://www.realtor.com//realestateandhomes-detail/4101-W-Pine-Blvd-2_Saint-Louis_MO_63108_M92341-63818?ex=MO2442449762
